	median_Reporter intensity 1	median_Reporter intensity 2	median_Reporter intensity 3	median_Reporter intensity 4	median_Reporter intensity 5	median_Reporter intensity 6	median_Reporter intensity 7	median_Reporter intensity 8	median_Reporter intensity 9
Tb927.1.4420	0.129638008	0.114128059	0.111563105	0.110254498	0.108964883	0.107506697	0.105673795	0.107431759	0.107967979
Tb927.1.4480	0.063555675	0.114265576	0.142952626	0.141003546	0.133873433	0.118832918	0.102922686	0.090661973	0.086103141
Tb927.1.4490	0.10582964	0.112662723	0.112509184	0.110700252	0.111440819	0.111148805	0.112424989	0.113220028	0.11015396
Tb927.1.4500	0.105145214	0.117496622	0.113008523	0.119275591	0.110105483	0.106362539	0.107453566	0.119620491	0.101531947
Tb927.1.450;Tb927.1.430	0.125808795	0.11522784	0.113357674	0.109166056	0.109350948	0.106998173	0.105681233	0.106058763	0.105147046
Tb927.1.4680	0.120992602	0.110916346	0.112645443	0.108491991	0.111352883	0.105884452	0.102902126	0.114282062	0.1085024
Tb927.1.4690	0.113312341	0.116089876	0.115998659	0.110044471	0.110501789	0.108063559	0.109913219	0.108662779	0.104723384
Tb927.1.4700	0.09858373	0.114565152	0.10535895	0.105806199	0.106158235	0.110194888	0.115208125	0.120585576	0.131616225
Tb927.1.4720	0.116570096	0.111110698	0.107123911	0.109188438	0.111132866	0.111529528	0.112263937	0.107134996	0.110708028
Tb927.1.4760	0.117283769	0.109286657	0.112946955	0.113488608	0.111662206	0.107711197	0.104946588	0.115619598	0.108521959
Tb927.1.4780	0.108765615	0.099748369	0.101105765	0.110114445	0.105151072	0.116404558	0.119702476	0.11891158	0.120096114
Tb927.1.4830	0.121424623	0.111428644	0.119452805	0.108572321	0.119160211	0.107901162	0.104696532	0.103530944	0.101885222
Tb927.1.5000	0.120864546	0.11632389	0.105902179	0.110970956	0.105128535	0.109165416	0.111259932	0.104434026	0.112692521
Tb927.1.5030	0.115663073	0.109608431	0.107669892	0.10613174	0.108313314	0.110124398	0.11219913	0.112805062	0.118511423
Tb927.1.530	0.117359426	0.105181041	0.112672259	0.107869797	0.108236363	0.113088493	0.109752358	0.107586008	0.11317168
Tb927.1.540;Tb927.1.60;Tb927.4.230	0.107819334	0.104167599	0.110447263	0.111128137	0.112670515	0.1138942	0.113262288	0.112680467	0.11104213
Tb927.1.560	0.110199112	0.107340431	0.111502364	0.111011086	0.113157416	0.112935184	0.109242391	0.114965404	0.112666893
Tb927.1.570	0.172248705	0.136484361	0.076371265	0.071007993	0.077259873	0.093016177	0.104569652	0.122511788	0.131662402
Tb927.1.610	0.101406931	0.126372484	0.121872228	0.118468486	0.116829673	0.111316295	0.101980215	0.105394433	0.100753739
Tb927.1.630	0.094213203	0.108142123	0.101756532	0.107436037	0.110514804	0.122594751	0.116841961	0.113625225	0.124875352
Tb927.1.640	0.11715014	0.110237524	0.112900228	0.108657685	0.109514633	0.108237026	0.111935877	0.109410818	0.109593725
Tb927.1.650	0.11779376	0.113988737	0.10915784	0.109827227	0.115568523	0.1061732	0.109737647	0.1136137	0.105051498
Tb927.1.670	0.114012242	0.11224119	0.111610541	0.108694998	0.110884562	0.11048591	0.110953957	0.109083224	0.112040038
Tb927.1.690	0.102262411	0.10615763	0.104253812	0.108475537	0.109355772	0.115055097	0.116571392	0.117950984	0.120544274
Tb927.1.700	0.116840729	0.108799092	0.106295795	0.108754175	0.105806742	0.111130764	0.115735263	0.110537705	0.113941458
Tb927.1.710	0.124225532	0.117457254	0.110444301	0.108321447	0.105845988	0.107209758	0.109225671	0.108570215	0.113383237
Tb927.1.720	0.116950899	0.113386776	0.109110529	0.110424062	0.105843451	0.109599409	0.109123375	0.111890567	0.112396663
Tb927.1.730	0.113387365	0.1111182	0.115442468	0.108777717	0.113464982	0.106468418	0.112013146	0.109183275	0.113629446
Tb927.1.740	0.111851777	0.109785337	0.107438375	0.110761185	0.108795639	0.110803979	0.112480814	0.114642059	0.114271335
Tb927.1.750	0.11042175	0.111674111	0.110505478	0.112838834	0.109042537	0.114794048	0.114482873	0.110125502	0.107530976
Tb927.1.780;Tb11.v5.0523	0.102801678	0.104453828	0.105078084	0.109272621	0.112353395	0.11560932	0.118150554	0.114232665	0.116020207
Tb927.1.830;Tb11.v5.0550	0.103065679	0.108539503	0.107104727	0.102581557	0.115740686	0.111557368	0.122522509	0.108523853	0.123270048
Tb927.1.840	0.111603736	0.115117963	0.113137148	0.112707267	0.112673566	0.110305761	0.107166382	0.108885101	0.103030497
Tb927.1.870	0.104001362	0.113336719	0.10776693	0.109517141	0.109101203	0.111982958	0.117981158	0.114227256	0.114370894
Tb927.1.880;Tb11.v5.0418;Tb11.v5.0419	0.109559404	0.112288864	0.11234613	0.1129153	0.112501031	0.111120879	0.10933224	0.110701454	0.108844364
Tb927.1.90	0.11613447	0.112478718	0.112672045	0.111947179	0.111847037	0.109122072	0.105891428	0.108107956	0.109540872
Tb927.1.990	0.102778467	0.098906166	0.102321702	0.110268541	0.108462358	0.119814241	0.116783387	0.120469146	0.119355356
Tb927.10.10000	0.107032396	0.097368904	0.099000753	0.099456366	0.107600588	0.115699474	0.120690153	0.124349742	0.130309807
Tb927.10.10010	0.111753019	0.112929585	0.115410523	0.111087695	0.113736232	0.112117794	0.106383756	0.1081599	0.106386127
Tb927.10.10030	0.104449786	0.112264966	0.108725021	0.110337825	0.109254915	0.110522099	0.111438199	0.118275166	0.112322172
Tb927.10.10050	0.10737701	0.113814798	0.106910167	0.111442257	0.108645313	0.112311386	0.111644874	0.116072459	0.117693466
Tb927.10.10070	0.100639901	0.112837746	0.11390606	0.109092039	0.112646241	0.114441372	0.113959702	0.108241419	0.113439492
Tb927.10.10080	0.093242475	0.108721731	0.101558777	0.109496455	0.114013101	0.120756028	0.116093024	0.114212656	0.121905727
Tb927.10.10090	0.099761823	0.113463096	0.119609315	0.119796102	0.118368617	0.112208022	0.107297572	0.11028495	0.101012519
Tb927.10.10120	0.113876856	0.111561789	0.111359609	0.110245981	0.110157823	0.110362456	0.109471426	0.112651465	0.110877584
Tb927.10.10130	0.110132298	0.112264194	0.108965054	0.11304631	0.107902034	0.112011956	0.111358411	0.114001849	0.110787826
Tb927.10.10140	0.111082736	0.109522596	0.108491592	0.107820998	0.109073038	0.11156776	0.113910324	0.114463268	0.116310724
Tb927.10.10150	0.095025712	0.104866906	0.117795207	0.122208741	0.119674014	0.117742525	0.115254134	0.108202428	0.103625579
Tb927.10.10160	0.109412238	0.114453691	0.109954984	0.110117722	0.109715595	0.112507018	0.114176565	0.112090478	0.110338999
Tb927.10.10170	0.10358971	0.112921518	0.109450548	0.110511901	0.111803982	0.111715327	0.109564454	0.113723827	0.112100149
Tb927.10.10180	0.113380191	0.109057396	0.112551118	0.107799742	0.112362706	0.110002684	0.105708693	0.108399756	0.113743497
Tb927.10.10200	0.105099182	0.133338085	0.104141205	0.116691741	0.116766946	0.099566427	0.111492469	0.105030143	0.106191181
Tb927.10.10280	0.11744157	0.111064033	0.106497809	0.110747587	0.108408523	0.112118751	0.110386809	0.107297581	0.112945891
Tb927.10.10300	0.099633077	0.111914395	0.110314097	0.112130423	0.114068794	0.107877048	0.112715398	0.113510914	0.117349376
Tb927.10.10310;Tb11.v5.0446	0.107182642	0.111125841	0.107955506	0.111280826	0.108860736	0.113024992	0.1138736	0.111415462	0.112574265
Tb927.10.10320	0.115717022	0.108623691	0.107835696	0.109874463	0.111356142	0.109871761	0.112560585	0.113546187	0.111068383
Tb927.10.10330	0.095894945	0.100647189	0.104253448	0.110636305	0.109120774	0.11745469	0.115391038	0.120525429	0.120236433
Tb927.10.10340;Tb11.v5.0811	0.102212982	0.1057237	0.113336314	0.116428623	0.114437621	0.113947468	0.113748678	0.110688421	0.110650993
Tb927.10.10350	0.106785977	0.11303644	0.111965909	0.110383543	0.108621681	0.108029462	0.110715058	0.113081943	0.114968396
Tb927.10.10370;Tb927.10.10290	0.111867654	0.103274587	0.104542596	0.106002562	0.111528725	0.111522955	0.116939713	0.114214928	0.12055768
Tb927.10.10380	0.103995098	0.111686713	0.110901496	0.109093943	0.114490894	0.113418022	0.112531141	0.115207017	0.108571801
Tb927.10.10390	0.10798347	0.11278742	0.109778126	0.111001787	0.109711987	0.110973635	0.112883312	0.11009873	0.114254759
Tb927.10.10400	0.114233505	0.107008604	0.107257543	0.111709749	0.109418501	0.111556163	0.112262239	0.112852347	0.114093605
Tb927.10.10410;Tb11.v5.0535	0.118221211	0.120091357	0.115776426	0.109293019	0.112724592	0.10973359	0.102654555	0.106448557	0.101466778
Tb927.10.10420	0.111528165	0.107103027	0.107670886	0.107290738	0.110512522	0.111338818	0.114750698	0.113137132	0.116947346
Tb927.10.10590;Tb927.10.10580;Tb927.10.10570;Tb927.10.10560;Tb927.10.10550;Tb927.10.10540;Tb927.10.10530;Tb927.10.10520;Tb927.10.10510;Tb927.10.10500;Tb927.10.10490;Tb927.10.10480;Tb927.10.10470;Tb927.10.10460	0.108747987	0.104400728	0.114552364	0.107105132	0.119672051	0.11534742	0.111623796	0.109685483	0.110493422
Tb927.10.1060	0.110071717	0.111975608	0.113206181	0.111106834	0.111254046	0.111938001	0.110502154	0.109839396	0.110249676
Tb927.10.10600	0.114556654	0.102018144	0.106086414	0.107801729	0.107201772	0.110292945	0.113793793	0.11622743	0.122709554
Tb927.10.10610	0.1313726	0.109051773	0.113036663	0.109004446	0.11381335	0.106870643	0.105762862	0.110271442	0.10492793
Tb927.10.10620	0.118450458	0.111258309	0.112327793	0.109166392	0.110666684	0.109401905	0.108833309	0.108132426	0.112765307
Tb927.10.10630	0.100254767	0.114887807	0.10909981	0.109667507	0.109870937	0.11220152	0.114832241	0.113215228	0.114030619
Tb927.10.10650	0.112419405	0.112702261	0.109393952	0.108774011	0.111250403	0.107944516	0.109436376	0.114828251	0.108455868
Tb927.10.10690	0.111393976	0.115259666	0.110086583	0.111663332	0.11100704	0.109385439	0.111714501	0.111517651	0.109393458
Tb927.10.1070	0.119159943	0.112354278	0.110858658	0.110318104	0.110281535	0.109983278	0.10908778	0.109953417	0.108338446
Tb927.10.10700	0.109898977	0.11223721	0.108363365	0.112423848	0.110380528	0.113922293	0.10543862	0.11347866	0.112779443
Tb927.10.10710	0.098617447	0.09950116	0.112839757	0.105751599	0.112514482	0.108744718	0.121117466	0.110168955	0.119878751
Tb927.10.10730	0.118156817	0.114158494	0.110859275	0.110696769	0.112275484	0.108294673	0.105389227	0.112970304	0.103244687
Tb927.10.10740	0.117743703	0.117189044	0.114664988	0.109302568	0.11144685	0.105446568	0.107929527	0.108116211	0.105542445
Tb927.10.10780	0.088862898	0.099428517	0.095445335	0.117038354	0.103494771	0.122004709	0.123363021	0.126848835	0.117680277
Tb927.10.10800	0.111859326	0.113504832	0.10942802	0.111720579	0.110159336	0.110429676	0.11159181	0.108834549	0.109265318
Tb927.10.10830	0.115508796	0.115640489	0.114377984	0.111074233	0.110826912	0.108133456	0.10939196	0.11091762	0.107692588
Tb927.10.10840	0.119570122	0.11551364	0.1120046	0.107841766	0.109501639	0.106265836	0.109924697	0.106622492	0.111107772
Tb927.10.10850	0.112794954	0.110559626	0.109978357	0.111744348	0.109472237	0.113519869	0.11174983	0.11258047	0.110159447
Tb927.10.10870	0.105746775	0.10827657	0.112570218	0.109514248	0.118361322	0.10768554	0.112501842	0.109334439	0.112934751
Tb927.10.10880	0.107949862	0.108691261	0.109516574	0.112750226	0.109271346	0.111683612	0.111498166	0.114349301	0.114066784
Tb927.10.1090;Tb927.10.1080	0.114018102	0.102594341	0.109507064	0.110269045	0.111959653	0.113703833	0.110941548	0.112980347	0.11533218
Tb927.10.10960;Tb927.10.10950;Tb927.10.10940;Tb927.10.10920;Tb927.10.10900;Tb927.10.10890;Tb11.v5.0543;Tb927.10.10980;Tb927.10.10910;Tb927.10.10970;Tb927.10.10930	0.111899641	0.108763377	0.108300137	0.108938109	0.108288451	0.111617255	0.113656721	0.112312517	0.117285722
Tb927.10.10990	0.062745806	0.07130319	0.093395942	0.107822503	0.125009243	0.141449827	0.153067721	0.132775056	0.109746779
Tb927.10.11000	0.111282083	0.119912004	0.113399486	0.108987609	0.111642741	0.107994075	0.107019943	0.107223525	0.110880494
Tb927.10.1100;Tb927.6.4690	0.116523655	0.107575025	0.112311022	0.108579832	0.113060205	0.111753529	0.111192179	0.109530053	0.110659845
Tb927.10.11020;Tb11.v5.0547	0.10038961	0.115779975	0.128674453	0.127770138	0.120422019	0.110461156	0.105428915	0.095851292	0.096645811
Tb927.10.11030	0.11147666	0.113239067	0.114948449	0.112825615	0.107880963	0.112364976	0.107526512	0.11190324	0.112717016
Tb927.10.11050	0.108182721	0.110595692	0.109175703	0.112944397	0.112435228	0.116182421	0.113264869	0.106616024	0.110213135
Tb927.10.11060	0.093571699	0.098148939	0.106692918	0.117017752	0.10807458	0.115675391	0.118541937	0.130452085	0.118309285
Tb927.10.11070	0.122119379	0.116992074	0.112732449	0.11126804	0.109317966	0.112415304	0.104938533	0.114812916	0.105549845
Tb927.10.11080	0.112452026	0.110686475	0.105386712	0.108254591	0.105154026	0.111690147	0.112314706	0.11481013	0.115953672
Tb927.10.11090	0.113383614	0.114542349	0.112169024	0.112688851	0.111615275	0.114992915	0.107967754	0.104360011	0.108056404
Tb927.10.11100	0.120119554	0.111060417	0.114786812	0.110616184	0.111645909	0.10777278	0.103707573	0.111847953	0.107716831
Tb927.10.11120	0.109189469	0.11133214	0.1140308	0.111054836	0.109257868	0.112112661	0.111095771	0.1089308	0.112626302
Tb927.10.11130	0.107594593	0.110349317	0.121061178	0.120553422	0.112628155	0.10754841	0.102522775	0.107619231	0.106289012
Tb927.10.11140	0.110705455	0.101860882	0.112080876	0.112613979	0.112889684	0.112099854	0.112670054	0.111284369	0.112913609
Tb927.10.11150	0.101887662	0.111467666	0.107742433	0.114235967	0.112169489	0.11447147	0.113038146	0.11317305	0.110061072
Tb927.10.11170	0.114859575	0.111935014	0.11046594	0.108925235	0.111554299	0.109465241	0.113196943	0.109823256	0.11174476
Tb927.10.11180	0.110545853	0.111093808	0.107378878	0.111078423	0.109354869	0.110347476	0.11020704	0.115485775	0.110280279
Tb927.10.11190	0.113043687	0.111936632	0.111812849	0.112978317	0.111248285	0.111027201	0.10925737	0.109949412	0.109082887
Tb927.10.11210	0.111407131	0.111845371	0.107428891	0.111385854	0.11086812	0.110017712	0.112520472	0.110211637	0.110748289
Tb927.10.11220	0.126586124	0.107840518	0.119958039	0.107221893	0.106798475	0.107162687	0.10394634	0.10682175	0.10022269
Tb927.10.11230	0.102931451	0.116835851	0.112630969	0.109584187	0.108152443	0.112137224	0.118969044	0.107561447	0.113980384
Tb927.10.11250;Tb11.v5.0575	0.101983038	0.107868687	0.10898567	0.111933802	0.111513417	0.116127169	0.116058548	0.111953556	0.112585524
Tb927.10.11260	0.103739377	0.107065011	0.106285328	0.109551521	0.111353562	0.118616939	0.113897358	0.111216848	0.118274043
Tb927.10.11270	0.086774091	0.106083517	0.108212508	0.111159465	0.114366725	0.118114495	0.121372	0.116651322	0.118246887
Tb927.10.11290	0.109786888	0.10789357	0.109252281	0.106573399	0.113635017	0.111065598	0.111942186	0.109034567	0.121861037
Tb927.10.11300	0.112748001	0.111038566	0.108813497	0.108881168	0.108705409	0.11096178	0.113590254	0.110787195	0.115954813
Tb927.10.1130;Tb11.0520	0.10942168	0.11143644	0.112153655	0.105927365	0.112190449	0.107789252	0.114216171	0.11436737	0.112672536
Tb927.10.11310	0.110282065	0.10940749	0.109591127	0.111470332	0.110845444	0.114574416	0.111977259	0.112444406	0.110925883
Tb927.10.11330	0.102740414	0.112527344	0.110599643	0.109573074	0.115640116	0.111305653	0.114676187	0.113703496	0.111383935
Tb927.10.11340	0.092374209	0.125749869	0.144303389	0.138661764	0.1303451	0.105607283	0.090599217	0.085059426	0.084772586
Tb927.10.11350	0.107281486	0.10219528	0.105661718	0.113727662	0.109760495	0.113277135	0.119511296	0.119626408	0.119336322
Tb927.10.11370	0.109309958	0.114380318	0.110379642	0.111601021	0.109297479	0.112606057	0.112071079	0.112109592	0.111346759
Tb927.10.11380	0.109496305	0.109043961	0.110824471	0.108511039	0.110739424	0.112841857	0.115148614	0.113365809	0.112343525
Tb927.10.11390	0.109127251	0.110599426	0.112901659	0.108719982	0.111972284	0.11060585	0.109265778	0.110209166	0.109916083
Tb927.10.1140;Tb11.0530	0.097394415	0.121096477	0.12042714	0.118550843	0.113526739	0.108380366	0.108513253	0.105637088	0.10450104
Tb927.10.11430	0.100940531	0.106979282	0.105104545	0.113876887	0.107314273	0.113114092	0.11845998	0.111980588	0.116663215
Tb927.10.11450	0.102371873	0.095251358	0.10123277	0.111923377	0.105934505	0.120453442	0.117019273	0.125260222	0.120553169
Tb927.10.11480	0.108316387	0.113881356	0.105846295	0.107906867	0.103533089	0.114814552	0.120600212	0.111117305	0.113983935
Tb927.10.11500	0.077817242	0.096065424	0.095205915	0.103614473	0.111886564	0.123986414	0.152962443	0.10525298	0.133208521
Tb927.10.1150;Tb11.0540	0.106102707	0.106889688	0.107488348	0.108938507	0.112494506	0.117022911	0.113768608	0.109575121	0.117719605
Tb927.10.11510	0.126648357	0.112346783	0.112232792	0.111184447	0.111208434	0.108673636	0.103016375	0.108004539	0.102156237
Tb927.10.11520	0.097039275	0.111806794	0.106548389	0.113363204	0.109090339	0.115677147	0.114832132	0.115341294	0.113531352
Tb927.10.11530	0.110307031	0.108748211	0.113179993	0.109862863	0.111507686	0.109602544	0.110202922	0.111124645	0.11193973
Tb927.10.11570	0.108081989	0.112035463	0.110395781	0.113302074	0.107640029	0.113004355	0.110282505	0.117783584	0.111304406
Tb927.10.11580	0.085807974	0.105667889	0.105844382	0.108713378	0.109669054	0.119015435	0.12170179	0.123736954	0.125980672
Tb927.10.11590	0.109067627	0.109786598	0.109872909	0.110850091	0.110666641	0.112615261	0.114709678	0.110729008	0.113924819
Tb927.10.11600	0.111943388	0.116437919	0.113087277	0.112418259	0.111212103	0.106784981	0.103692601	0.112978723	0.107076327
Tb927.10.11610	0.111856857	0.105462763	0.110542535	0.110473015	0.11170325	0.112450837	0.108860928	0.11317452	0.115050081
Tb927.10.11630	0.117079876	0.110355139	0.108197576	0.112729975	0.109549717	0.111872709	0.107677832	0.111289198	0.121079788
Tb927.10.11660	0.104873608	0.110218421	0.109724428	0.111223812	0.109074112	0.111308786	0.11295129	0.113213896	0.112980579
Tb927.10.11680	0.119582521	0.114759726	0.112743542	0.106819295	0.113495048	0.111121165	0.109269026	0.109589947	0.101649543
Tb927.10.11690	0.112627585	0.114804786	0.111751422	0.113730192	0.108262592	0.106845522	0.111054594	0.113934969	0.113844784
Tb927.10.11700	0.105483196	0.116226836	0.111282869	0.111246414	0.109318588	0.112185542	0.113511552	0.107712396	0.114342696
Tb927.10.1170;Tb11.0560;Tb11.v5.0858	0.115783418	0.108076529	0.108751644	0.11272834	0.110937114	0.111400369	0.111879052	0.110507307	0.110900949
Tb927.10.11720	0.113287584	0.105440804	0.110146366	0.10825203	0.109130043	0.11020222	0.112287159	0.113356615	0.114136721
Tb927.10.11730	0.10218308	0.102700273	0.125265283	0.106653267	0.118566848	0.111420931	0.115422426	0.105240767	0.113837969
Tb927.10.11750	0.100475403	0.115965671	0.106327382	0.113349714	0.107887325	0.116898763	0.111336835	0.111339005	0.108914355
Tb927.10.11760	0.107049431	0.110057059	0.109927995	0.111350002	0.108727103	0.112997251	0.113328096	0.112008127	0.113925749
Tb927.10.11780	0.117340291	0.104160172	0.101716825	0.106838719	0.106622309	0.112082832	0.116469442	0.118332556	0.117850784
Tb927.10.1180	0.106762891	0.11021461	0.107018148	0.113761651	0.108713492	0.11329652	0.116455013	0.113034215	0.114750253
Tb927.10.11800	0.10906621	0.106421566	0.107313881	0.110776896	0.111467434	0.113121041	0.114454133	0.113941274	0.113533038
Tb927.10.11810	0.133824449	0.120385126	0.118371226	0.112529907	0.121484683	0.096806574	0.10331192	0.103432102	0.104037793
Tb927.10.11820	0.107707382	0.109412703	0.110333524	0.110252224	0.114960694	0.114098916	0.118040644	0.105801591	0.115333754
Tb927.10.11840	0.091887346	0.113141791	0.128797336	0.122179104	0.123466301	0.109409208	0.113211387	0.09646354	0.104939861
Tb927.10.11850	0.100882006	0.116940934	0.120311155	0.120725271	0.115497569	0.10641602	0.105083762	0.106987283	0.10534451
Tb927.10.11860	0.123200845	0.11739187	0.121295874	0.108861007	0.116375786	0.10706976	0.096042484	0.110081804	0.099680587
Tb927.10.11870	0.115969858	0.116069409	0.110686745	0.109162571	0.109687927	0.109142388	0.109984041	0.105992224	0.11091376
Tb927.10.11890	0.106628407	0.097826482	0.100148398	0.110416135	0.108564707	0.113908818	0.115723459	0.117051999	0.116544554
Tb927.10.11900	0.097811387	0.09906489	0.103950991	0.114214432	0.113649829	0.117967628	0.116811381	0.118370659	0.120108379
